interacting_pair,interacting_cell,id,valueResponders,valueNonresponders,RatioRespondersVsNonresponders,LogRatioRespondersVsNonresponders
CD44_HBEGF,CD8_act_T_cells.Myofibroblasts,CD44_HBEGF-CD8_act_T_cells.Myofibroblasts,4.073,0.1,40.73,1.60991441
TNF_TNFRSF1A,CD8_act_T_cells.Myofibroblasts,TNF_TNFRSF1A-CD8_act_T_cells.Myofibroblasts,1.598,4.535,0.352370452,-0.453000516
CD46_JAG1,CD8_act_T_cells.Myofibroblasts,CD46_JAG1-CD8_act_T_cells.Myofibroblasts,1.565,1.774,0.882187148,-0.054439274
CLEC2B_KLRF1,CD8_act_T_cells.NK_cells,CLEC2B_KLRF1-CD8_act_T_cells.NK_cells,3.43,2.553,1.34351743,0.128243305
HLA-E_KLRK1,CD8_act_T_cells.NK_cells,HLA-E_KLRK1-CD8_act_T_cells.NK_cells,6.554,5.731,1.143604956,0.058276029
TNFSF9_TNFRSF9,CD8_act_T_cells.NK_cells,TNFSF9_TNFRSF9-CD8_act_T_cells.NK_cells,1.913,3.846,0.497399896,-0.30329431
TNF_TNFRSF1B,CD8_act_T_cells.NK_cells,TNF_TNFRSF1B-CD8_act_T_cells.NK_cells,2.447,4.596,0.532419495,-0.273746051
TNF_FAS,CD8_act_T_cells.NK_cells,TNF_FAS-CD8_act_T_cells.NK_cells,1.328,0.1,13.28,1.123198075
FAS_FASLG,CD8_act_T_cells.NK_cells,FAS_FASLG-CD8_act_T_cells.NK_cells,2.189,0.1,21.89,1.340245762
HLA-E_KLRC1,CD8_act_T_cells.NK_cells,HLA-E_KLRC1-CD8_act_T_cells.NK_cells,9.45,8.952,1.055630027,0.023511735
CD46_JAG1,CD8_act_T_cells.NK_cells,CD46_JAG1-CD8_act_T_cells.NK_cells,0.69,0.1,6.9,0.838849091
CD55_ADGRE5,CD8_act_T_cells.NK_cells,CD55_ADGRE5-CD8_act_T_cells.NK_cells,5.12,2.783,1.839741286,0.264756755
CCL4_SLC7A1,CD8_act_T_cells.Plasma_cells,CCL4_SLC7A1-CD8_act_T_cells.Plasma_cells,8.229,0.1,82.29,1.915347062
IFNG_Type II IFNR,CD8_act_T_cells.Plasma_cells,IFNG_Type II IFNR-CD8_act_T_cells.Plasma_cells,2.562,0.1,25.62,1.408579125
TNF_TNFRSF1A,CD8_act_T_cells.Plasma_cells,TNF_TNFRSF1A-CD8_act_T_cells.Plasma_cells,0.93,0.1,9.3,0.968482949
CCL4_CCR5,CD8_act_T_cells.Tcell_prolif,CCL4_CCR5-CD8_act_T_cells.Tcell_prolif,8.369,0.1,83.69,1.922673568
CCL5_CCR5,CD8_act_T_cells.Tcell_prolif,CCL5_CCR5-CD8_act_T_cells.Tcell_prolif,8.292,0.1,82.92,1.918659293
TNFSF9_TNFRSF9,CD8_act_T_cells.Tcell_prolif,TNFSF9_TNFRSF9-CD8_act_T_cells.Tcell_prolif,2.187,2.909,0.751804744,-0.123894938
CCL4_SLC7A1,CD8_act_T_cells.Tcell_prolif,CCL4_SLC7A1-CD8_act_T_cells.Tcell_prolif,8.361,18.99,0.44028436,-0.356266741
TNF_ICOS,CD8_act_T_cells.Tcell_prolif,TNF_ICOS-CD8_act_T_cells.Tcell_prolif,1.799,3.806,0.472674724,-0.325437621
TNF_TNFRSF1B,CD8_act_T_cells.Tcell_prolif,TNF_TNFRSF1B-CD8_act_T_cells.Tcell_prolif,2.519,4.299,0.585950221,-0.232139278
CD27_CD70,CD8_act_T_cells.Tcell_prolif,CD27_CD70-CD8_act_T_cells.Tcell_prolif,0.921,0.1,9.21,0.96425963
TNF_FAS,CD8_act_T_cells.Tcell_prolif,TNF_FAS-CD8_act_T_cells.Tcell_prolif,1.317,3.914,0.336484415,-0.473035046
HLA-E_KLRC1,CD8_act_T_cells.Tcell_prolif,HLA-E_KLRC1-CD8_act_T_cells.Tcell_prolif,6.533,0.1,65.33,1.815112658
TNF_TNFRSF1A,CD8_act_T_cells.Tcell_prolif,TNF_TNFRSF1A-CD8_act_T_cells.Tcell_prolif,1.053,3.419,0.307984791,-0.51147073
KLRB1_CLEC2D,CD8_act_T_cells.Tcell_prolif,KLRB1_CLEC2D-CD8_act_T_cells.Tcell_prolif,3.084,0.1,30.84,1.489114369
CD8 receptor_LCK,CD8_act_T_cells.Tcell_prolif,CD8 receptor_LCK-CD8_act_T_cells.Tcell_prolif,1.819,2.996,0.607142857,-0.21670911
ICAM3_aLb2 complex,CD8_act_T_cells.Tcell_prolif,ICAM3_aLb2 complex-CD8_act_T_cells.Tcell_prolif,1.166,1.098,1.061930783,0.02609621
CCL4_CCR8,CD8_act_T_cells.Tregs,CCL4_CCR8-CD8_act_T_cells.Tregs,9.251,19.522,0.473875627,-0.324335627
TNFSF9_TNFRSF9,CD8_act_T_cells.Tregs,TNFSF9_TNFRSF9-CD8_act_T_cells.Tregs,2.266,3.675,0.616598639,-0.209997438
CCL5_CCR4,CD8_act_T_cells.Tregs,CCL5_CCR4-CD8_act_T_cells.Tregs,8.915,10.594,0.841514065,-0.074938621
TNF_ICOS,CD8_act_T_cells.Tregs,TNF_ICOS-CD8_act_T_cells.Tregs,2.852,4.679,0.609531951,-0.215003524
TNF_TNFRSF1B,CD8_act_T_cells.Tregs,TNF_TNFRSF1B-CD8_act_T_cells.Tregs,4.195,5.665,0.740511915,-0.130467949
TNF_FAS,CD8_act_T_cells.Tregs,TNF_FAS-CD8_act_T_cells.Tregs,2.416,4.601,0.525103238,-0.279755303
TNF_TNFRSF1A,CD8_act_T_cells.Tregs,TNF_TNFRSF1A-CD8_act_T_cells.Tregs,1.223,3.422,0.357393337,-0.446853548
KLRB1_CLEC2D,CD8_act_T_cells.Tregs,KLRB1_CLEC2D-CD8_act_T_cells.Tregs,3.468,0.1,34.68,1.540079089
CD8 receptor_LCK,CD8_act_T_cells.Tregs,CD8 receptor_LCK-CD8_act_T_cells.Tregs,2.504,3.228,0.775712515,-0.110299202
ICAM3_aLb2 complex,CD8_act_T_cells.Tregs,ICAM3_aLb2 complex-CD8_act_T_cells.Tregs,1.199,0.992,1.208669355,0.082307511
TNF_SEMA4C,CD8_act_T_cells.Tumor_1,TNF_SEMA4C-CD8_act_T_cells.Tumor_1,1.043,0.1,10.43,1.018284308
TNF_DAG1,CD8_act_T_cells.Tumor_1,TNF_DAG1-CD8_act_T_cells.Tumor_1,1.031,0.1,10.31,1.013258665
TNF_CELSR2,CD8_act_T_cells.Tumor_1,TNF_CELSR2-CD8_act_T_cells.Tumor_1,1.007,0.1,10.07,1.003029471
TNF_PTPRS,CD8_act_T_cells.Tumor_1,TNF_PTPRS-CD8_act_T_cells.Tumor_1,0.994,0.1,9.94,0.997386384
CCL4_SLC7A1,CD8_act_T_cells.Tumor_1,CCL4_SLC7A1-CD8_act_T_cells.Tumor_1,8.365,19.129,0.437294161,-0.359226322
IFNG_Type II IFNR,CD8_act_T_cells.Tumor_1,IFNG_Type II IFNR-CD8_act_T_cells.Tumor_1,2.551,4.087,0.624174211,-0.204694179
TNF_TNFRSF1A,CD8_act_T_cells.Tumor_1,TNF_TNFRSF1A-CD8_act_T_cells.Tumor_1,1.235,3.483,0.354579386,-0.450286517
CD6_ALCAM,CD8_act_T_cells.Tumor_1,CD6_ALCAM-CD8_act_T_cells.Tumor_1,1.62,2.708,0.598227474,-0.223133645
CD46_JAG1,CD8_act_T_cells.Tumor_1,CD46_JAG1-CD8_act_T_cells.Tumor_1,0.912,1.254,0.727272727,-0.138302698
TNF_NOTCH1,CD8_act_T_cells.Tumor_2,TNF_NOTCH1-CD8_act_T_cells.Tumor_2,1.037,3.616,0.286780973,-0.542449665
TNF_CELSR2,CD8_act_T_cells.Tumor_2,TNF_CELSR2-CD8_act_T_cells.Tumor_2,0.978,3.412,0.286635404,-0.542670168
TNF_RIPK1,CD8_act_T_cells.Tumor_2,TNF_RIPK1-CD8_act_T_cells.Tumor_2,1.029,3.41,0.301759531,-0.520339004
CCL4_SLC7A1,CD8_act_T_cells.Tumor_2,CCL4_SLC7A1-CD8_act_T_cells.Tumor_2,8.392,19.041,0.440733155,-0.355824278
IFNG_Type II IFNR,CD8_act_T_cells.Tumor_2,IFNG_Type II IFNR-CD8_act_T_cells.Tumor_2,2.775,5.265,0.527065527,-0.278135388
CD44_HBEGF,CD8_act_T_cells.Tumor_2,CD44_HBEGF-CD8_act_T_cells.Tumor_2,5.254,5.205,1.009414025,0.004069335
TNF_TNFRSF1A,CD8_act_T_cells.Tumor_2,TNF_TNFRSF1A-CD8_act_T_cells.Tumor_2,1.211,3.601,0.336295473,-0.473278978
TNF_PTPRS,CD8_act_T_cells.pDCs,TNF_PTPRS-CD8_act_T_cells.pDCs,1.558,4.207,0.370335156,-0.431405059
CCL4_SLC7A1,CD8_act_T_cells.pDCs,CCL4_SLC7A1-CD8_act_T_cells.pDCs,8.327,0.1,83.27,1.920488565
HLA-F_LILRB1,CD8_act_T_cells.pDCs,HLA-F_LILRB1-CD8_act_T_cells.pDCs,1.741,1.164,1.495704467,0.174845791
NAMPT_P2RY6,CD8_act_T_cells.pDCs,NAMPT_P2RY6-CD8_act_T_cells.pDCs,3.398,3.916,0.867722165,-0.061619309
IFNG_Type II IFNR,CD8_act_T_cells.pDCs,IFNG_Type II IFNR-CD8_act_T_cells.pDCs,2.484,4.022,0.617603182,-0.209290475
TNF_TNFRSF1A,CD8_act_T_cells.pDCs,TNF_TNFRSF1A-CD8_act_T_cells.pDCs,1.313,3.848,0.341216216,-0.466970337
HLA-F_LILRB2,CD8_act_T_cells.pDCs,HLA-F_LILRB2-CD8_act_T_cells.pDCs,1.996,1.677,1.190220632,0.075627474
HLA-G_LILRB1,CD8_act_T_cells.pDCs,HLA-G_LILRB1-CD8_act_T_cells.pDCs,0.819,0.577,1.419410745,0.152108089
HLA-G_LILRB2,CD8_act_T_cells.pDCs,HLA-G_LILRB2-CD8_act_T_cells.pDCs,1.073,1.089,0.985307622,-0.006428158
CD6_ALCAM,CD8_act_T_cells.pDCs,CD6_ALCAM-CD8_act_T_cells.pDCs,1.708,1.856,0.920258621,-0.036090106
TNFRSF1B_GRN,CD8_act_T_cells.pDCs,TNFRSF1B_GRN-CD8_act_T_cells.pDCs,3.209,3.125,1.02688,0.011519695
CXCL13_CXCR5,CD8_ex_T_cells.B_cells,CXCL13_CXCR5-CD8_ex_T_cells.B_cells,27.146,8.778,3.092503987,0.490310268
CCL4_CNR2,CD8_ex_T_cells.B_cells,CCL4_CNR2-CD8_ex_T_cells.B_cells,1.777,0.1,17.77,1.249687428
CD200_CD200R1,CD8_ex_T_cells.B_cells,CD200_CD200R1-CD8_ex_T_cells.B_cells,1.217,0.1,12.17,1.085290578
PTPRC_CD22,CD8_ex_T_cells.B_cells,PTPRC_CD22-CD8_ex_T_cells.B_cells,8.985,0.1,89.85,1.953518081
TGFB1_TGFbeta receptor1,CD8_ex_T_cells.B_cells,TGFB1_TGFbeta receptor1-CD8_ex_T_cells.B_cells,3.007,0.1,30.07,1.478133428
CD27_CD70,CD8_ex_T_cells.B_cells,CD27_CD70-CD8_ex_T_cells.B_cells,2.745,1.282,2.141185647,0.330654324
VCAM1_a4b1 complex,CD8_ex_T_cells.B_cells,VCAM1_a4b1 complex-CD8_ex_T_cells.B_cells,1.767,0.1,17.67,1.24723655
CSF1_SIRPA,CD8_ex_T_cells.CAFs,CSF1_SIRPA-CD8_ex_T_cells.CAFs,1.18,0.1,11.8,1.071882007
CXCR3_CCL19,CD8_ex_T_cells.CAFs,CXCR3_CCL19-CD8_ex_T_cells.CAFs,3.893,0.1,38.93,1.590284404
PDCD1_FAM3C,CD8_ex_T_cells.CAFs,PDCD1_FAM3C-CD8_ex_T_cells.CAFs,1.655,1.35,1.225925926,0.08846423
CCR7_CCL19,CD8_ex_T_cells.CAFs,CCR7_CCL19-CD8_ex_T_cells.CAFs,3.964,0.1,39.64,1.598133646
CXCR6_CXCL16,CD8_ex_T_cells.CAFs,CXCR6_CXCL16-CD8_ex_T_cells.CAFs,4.445,2.513,1.768802228,0.247679277
HLA-C_FAM3C,CD8_ex_T_cells.CAFs,HLA-C_FAM3C-CD8_ex_T_cells.CAFs,37.849,29.42,1.286505778,0.109411741
LAMP1_FAM3C,CD8_ex_T_cells.CAFs,LAMP1_FAM3C-CD8_ex_T_cells.CAFs,1.44,1.035,1.391304348,0.143422142
TNFRSF1B_GRN,CD8_ex_T_cells.CAFs,TNFRSF1B_GRN-CD8_ex_T_cells.CAFs,2.857,2.506,1.140063847,0.056929174
CD46_JAG1,CD8_ex_T_cells.CAFs,CD46_JAG1-CD8_ex_T_cells.CAFs,0.75,0.1,7.5,0.875061263
CD200_CD200R1,CD8_ex_T_cells.CD4_T_cells,CD200_CD200R1-CD8_ex_T_cells.CD4_T_cells,1.214,0.1,12.14,1.084218687
CCL5_CCR4,CD8_ex_T_cells.CD4_T_cells,CCL5_CCR4-CD8_ex_T_cells.CD4_T_cells,7.033,3.067,2.293120313,0.360426841
BTLA_TNFRSF14,CD8_ex_T_cells.CD4_T_cells,BTLA_TNFRSF14-CD8_ex_T_cells.CD4_T_cells,0.911,0.89,1.023595506,0.01012837
VCAM1_a4b1 complex,CD8_ex_T_cells.CD4_T_cells,VCAM1_a4b1 complex-CD8_ex_T_cells.CD4_T_cells,1.561,0.1,15.61,1.193402903
CD8 receptor_LCK,CD8_ex_T_cells.CD4_T_cells,CD8 receptor_LCK-CD8_ex_T_cells.CD4_T_cells,2.524,2.758,0.91515591,-0.038504911
ICAM3_aLb2 complex,CD8_ex_T_cells.CD4_T_cells,ICAM3_aLb2 complex-CD8_ex_T_cells.CD4_T_cells,1.363,1.13,1.20619469,0.081417412
CD2_CD58,CD8_ex_T_cells.CD4_T_cells,CD2_CD58-CD8_ex_T_cells.CD4_T_cells,5.881,3.725,1.578791946,0.198324902
BTLA_TNFRSF14,CD8_ex_T_cells.CD8_act_T_cells,BTLA_TNFRSF14-CD8_ex_T_cells.CD8_act_T_cells,1.061,0.915,1.159562842,0.06429429
VCAM1_a4b7 complex,CD8_ex_T_cells.CD8_act_T_cells,VCAM1_a4b7 complex-CD8_ex_T_cells.CD8_act_T_cells,1.211,0.1,12.11,1.083144143
CD94:NKG2A_HLA-E,CD8_ex_T_cells.CD8_act_T_cells,CD94:NKG2A_HLA-E-CD8_ex_T_cells.CD8_act_T_cells,6.959,0.1,69.59,1.842546836
VCAM1_a4b1 complex,CD8_ex_T_cells.CD8_act_T_cells,VCAM1_a4b1 complex-CD8_ex_T_cells.CD8_act_T_cells,1.507,0.1,15.07,1.178113252
CD8 receptor_LCK,CD8_ex_T_cells.CD8_act_T_cells,CD8 receptor_LCK-CD8_ex_T_cells.CD8_act_T_cells,1.922,1.783,1.077958497,0.03260204
ICAM3_aLb2 complex,CD8_ex_T_cells.CD8_act_T_cells,ICAM3_aLb2 complex-CD8_ex_T_cells.CD8_act_T_cells,1.387,1.319,1.051554208,0.021831666
TGFB1_TGFBR3,CD8_ex_T_cells.CD8_ex_T_cells,TGFB1_TGFBR3-CD8_ex_T_cells.CD8_ex_T_cells,3.191,2.271,1.405107882,0.14770967
BTLA_TNFRSF14,CD8_ex_T_cells.CD8_ex_T_cells,BTLA_TNFRSF14-CD8_ex_T_cells.CD8_ex_T_cells,0.792,0.805,0.983850932,-0.007070699
CD94:NKG2A_HLA-E,CD8_ex_T_cells.CD8_ex_T_cells,CD94:NKG2A_HLA-E-CD8_ex_T_cells.CD8_ex_T_cells,7.225,0.1,72.25,1.858837851
HLA-E_KLRC1,CD8_ex_T_cells.CD8_ex_T_cells,HLA-E_KLRC1-CD8_ex_T_cells.CD8_ex_T_cells,7.225,0.1,72.25,1.858837851
VCAM1_a4b1 complex,CD8_ex_T_cells.CD8_ex_T_cells,VCAM1_a4b1 complex-CD8_ex_T_cells.CD8_ex_T_cells,1.633,0.1,16.33,1.212986185
KLRB1_CLEC2D,CD8_ex_T_cells.CD8_ex_T_cells,KLRB1_CLEC2D-CD8_ex_T_cells.CD8_ex_T_cells,4.081,6.573,0.620873269,-0.206997038
CD8 receptor_LCK,CD8_ex_T_cells.CD8_ex_T_cells,CD8 receptor_LCK-CD8_ex_T_cells.CD8_ex_T_cells,2.318,1.915,1.210443864,0.082944653
ICAM3_aLb2 complex,CD8_ex_T_cells.CD8_ex_T_cells,ICAM3_aLb2 complex-CD8_ex_T_cells.CD8_ex_T_cells,1.584,1.177,1.345794393,0.128978714
CD2_CD58,CD8_ex_T_cells.CD8_ex_T_cells,CD2_CD58-CD8_ex_T_cells.CD8_ex_T_cells,6.333,3.875,1.634322581,0.213337781
TGFB1_TGFBR3,CD8_ex_T_cells.CD8_mem_T_cells,TGFB1_TGFBR3-CD8_ex_T_cells.CD8_mem_T_cells,2.989,2.273,1.3150022,0.118926479
BTLA_TNFRSF14,CD8_ex_T_cells.CD8_mem_T_cells,BTLA_TNFRSF14-CD8_ex_T_cells.CD8_mem_T_cells,0.792,0.775,1.021935484,0.009423479
VCAM1_a4b7 complex,CD8_ex_T_cells.CD8_mem_T_cells,VCAM1_a4b7 complex-CD8_ex_T_cells.CD8_mem_T_cells,1.172,0.1,11.72,1.068927612
FAS_FASLG,CD8_ex_T_cells.CD8_mem_T_cells,FAS_FASLG-CD8_ex_T_cells.CD8_mem_T_cells,1.18,1.047,1.127029608,0.051935326
CD94:NKG2A_HLA-E,CD8_ex_T_cells.CD8_mem_T_cells,CD94:NKG2A_HLA-E-CD8_ex_T_cells.CD8_mem_T_cells,7.823,0.1,78.23,1.89337333
VCAM1_a4b1 complex,CD8_ex_T_cells.CD8_mem_T_cells,VCAM1_a4b1 complex-CD8_ex_T_cells.CD8_mem_T_cells,1.769,0.1,17.69,1.247727833
CXCR6_CXCL16,CD8_ex_T_cells.CD8_mem_T_cells,CXCR6_CXCL16-CD8_ex_T_cells.CD8_mem_T_cells,4.7,0.1,47,1.672097858
KLRB1_CLEC2D,CD8_ex_T_cells.CD8_mem_T_cells,KLRB1_CLEC2D-CD8_ex_T_cells.CD8_mem_T_cells,3.297,5.915,0.55739645,-0.253835802
CD8 receptor_LCK,CD8_ex_T_cells.CD8_mem_T_cells,CD8 receptor_LCK-CD8_ex_T_cells.CD8_mem_T_cells,1.849,1.878,0.98455804,-0.006758677
ICAM3_aLb2 complex,CD8_ex_T_cells.CD8_mem_T_cells,ICAM3_aLb2 complex-CD8_ex_T_cells.CD8_mem_T_cells,1.3,1.132,1.148409894,0.060096925
CD2_CD58,CD8_ex_T_cells.CD8_mem_T_cells,CD2_CD58-CD8_ex_T_cells.CD8_mem_T_cells,6.235,3.804,1.639064143,0.21459595
PDCD1_CD274,CD8_ex_T_cells.DCs,PDCD1_CD274-CD8_ex_T_cells.DCs,1.748,1.483,1.178691841,0.071400277
PDCD1_PDCD1LG2,CD8_ex_T_cells.DCs,PDCD1_PDCD1LG2-CD8_ex_T_cells.DCs,1.344,1.104,1.217391304,0.085430195
CTLA4_CD80,CD8_ex_T_cells.DCs,CTLA4_CD80-CD8_ex_T_cells.DCs,1.263,1.836,0.687908497,-0.162469326
CD28_CD80,CD8_ex_T_cells.DCs,CD28_CD80-CD8_ex_T_cells.DCs,0.606,1.097,0.552415679,-0.257734003
CSF1_SLC7A1,CD8_ex_T_cells.DCs,CSF1_SLC7A1-CD8_ex_T_cells.DCs,1.394,0.1,13.94,1.144262774
IL15 receptor_IL15,CD8_ex_T_cells.DCs,IL15 receptor_IL15-CD8_ex_T_cells.DCs,2.256,2.141,1.053713218,0.022722428
CTLA4_CD86,CD8_ex_T_cells.DCs,CTLA4_CD86-CD8_ex_T_cells.DCs,2.372,4.971,0.477167572,-0.321329078
CSF1_SIRPA,CD8_ex_T_cells.DCs,CSF1_SIRPA-CD8_ex_T_cells.DCs,1.372,0.1,13.72,1.137354111
BTLA_TNFRSF14,CD8_ex_T_cells.DCs,BTLA_TNFRSF14-CD8_ex_T_cells.DCs,1.263,0.7,1.804285714,0.256305311
CD28_CD86,CD8_ex_T_cells.DCs,CD28_CD86-CD8_ex_T_cells.DCs,1.715,4.232,0.405245747,-0.392281535
CXCR3_CCL19,CD8_ex_T_cells.DCs,CXCR3_CCL19-CD8_ex_T_cells.DCs,1.538,0.1,15.38,1.186956335
PDCD1_FAM3C,CD8_ex_T_cells.DCs,PDCD1_FAM3C-CD8_ex_T_cells.DCs,1.019,0.887,1.148816234,0.060250564
TGFB1_TGFbeta receptor1,CD8_ex_T_cells.DCs,TGFB1_TGFbeta receptor1-CD8_ex_T_cells.DCs,2.731,0.1,27.31,1.4363217
HLA-DPB1_TNFSF13B,CD8_ex_T_cells.DCs,HLA-DPB1_TNFSF13B-CD8_ex_T_cells.DCs,6.707,0.1,67.07,1.826528306
VCAM1_a4b1 complex,CD8_ex_T_cells.DCs,VCAM1_a4b1 complex-CD8_ex_T_cells.DCs,1.596,0.1,15.96,1.203032887
CXCR6_CXCL16,CD8_ex_T_cells.DCs,CXCR6_CXCL16-CD8_ex_T_cells.DCs,8.877,5.153,1.722685814,0.236206077
CD6_ALCAM,CD8_ex_T_cells.DCs,CD6_ALCAM-CD8_ex_T_cells.DCs,2.849,2.824,1.008852691,0.003827757
HLA-C_FAM3C,CD8_ex_T_cells.DCs,HLA-C_FAM3C-CD8_ex_T_cells.DCs,37.213,28.957,1.285112408,0.108941117
CD2_CD58,CD8_ex_T_cells.DCs,CD2_CD58-CD8_ex_T_cells.DCs,6.554,4.502,1.455797423,0.163100946
TNFRSF1B_GRN,CD8_ex_T_cells.DCs,TNFRSF1B_GRN-CD8_ex_T_cells.DCs,3.34,2.533,1.318594552,0.120111277
CCL5_ACKR1,CD8_ex_T_cells.Endothelial,CCL5_ACKR1-CD8_ex_T_cells.Endothelial,10.064,8.183,1.229866797,0.089858077
BTLA_TNFRSF14,CD8_ex_T_cells.Endothelial,BTLA_TNFRSF14-CD8_ex_T_cells.Endothelial,0.858,0.816,1.051470588,0.021797129
TNFSF10_TNFRSF10D,CD8_ex_T_cells.Endothelial,TNFSF10_TNFRSF10D-CD8_ex_T_cells.Endothelial,2.164,1.16,1.865517241,0.270799267
PDCD1_FAM3C,CD8_ex_T_cells.Endothelial,PDCD1_FAM3C-CD8_ex_T_cells.Endothelial,1.227,1.049,1.169685415,0.068069075
MIF_TNFRSF10D,CD8_ex_T_cells.Endothelial,MIF_TNFRSF10D-CD8_ex_T_cells.Endothelial,5.191,0.1,51.91,1.715251029
CD44_SELE,CD8_ex_T_cells.Endothelial,CD44_SELE-CD8_ex_T_cells.Endothelial,9.276,5.294,1.75217227,0.243576803
CD94:NKG2A_HLA-E,CD8_ex_T_cells.Endothelial,CD94:NKG2A_HLA-E-CD8_ex_T_cells.Endothelial,9.153,0.1,91.53,1.961563462
HLA-C_FAM3C,CD8_ex_T_cells.Endothelial,HLA-C_FAM3C-CD8_ex_T_cells.Endothelial,37.421,29.118,1.285150079,0.108953847
LAMP1_FAM3C,CD8_ex_T_cells.Endothelial,LAMP1_FAM3C-CD8_ex_T_cells.Endothelial,1.012,0.1,10.12,1.005180513
TNFRSF1B_GRN,CD8_ex_T_cells.Endothelial,TNFRSF1B_GRN-CD8_ex_T_cells.Endothelial,2.53,2.681,0.943677732,-0.025176293
CD46_JAG1,CD8_ex_T_cells.Endothelial,CD46_JAG1-CD8_ex_T_cells.Endothelial,0.887,1.204,0.736710963,-0.132702867
PTPRC_MRC1,CD8_ex_T_cells.Macrophages,PTPRC_MRC1-CD8_ex_T_cells.Macrophages,9.075,0.1,90.75,1.957846634
CXCR3_CCL20,CD8_ex_T_cells.Macrophages,CXCR3_CCL20-CD8_ex_T_cells.Macrophages,4.942,0.1,49.42,1.693902741
CTLA4_CD86,CD8_ex_T_cells.Macrophages,CTLA4_CD86-CD8_ex_T_cells.Macrophages,1.937,1.902,1.018401682,0.007919108
CSF1_SIRPA,CD8_ex_T_cells.Macrophages,CSF1_SIRPA-CD8_ex_T_cells.Macrophages,1.195,0.1,11.95,1.077367905
BTLA_TNFRSF14,CD8_ex_T_cells.Macrophages,BTLA_TNFRSF14-CD8_ex_T_cells.Macrophages,0.781,0.644,1.212732919,0.083765167
CD28_CD86,CD8_ex_T_cells.Macrophages,CD28_CD86-CD8_ex_T_cells.Macrophages,1.28,1.163,1.100601892,0.041630255
PDCD1_FAM3C,CD8_ex_T_cells.Macrophages,PDCD1_FAM3C-CD8_ex_T_cells.Macrophages,1.021,0.1,10.21,1.009025742
TGFB1_TGFbeta receptor1,CD8_ex_T_cells.Macrophages,TGFB1_TGFbeta receptor1-CD8_ex_T_cells.Macrophages,2.775,1.834,1.51308615,0.179863656
HLA-F_LILRB1,CD8_ex_T_cells.Macrophages,HLA-F_LILRB1-CD8_ex_T_cells.Macrophages,1.382,1.486,0.930013459,-0.031510766
HLA-F_LILRB2,CD8_ex_T_cells.Macrophages,HLA-F_LILRB2-CD8_ex_T_cells.Macrophages,1.595,1.881,0.847953216,-0.071628108
CXCR6_CXCL16,CD8_ex_T_cells.Macrophages,CXCR6_CXCL16-CD8_ex_T_cells.Macrophages,6.09,3.943,1.544509257,0.188790516
HLA-G_LILRB1,CD8_ex_T_cells.Macrophages,HLA-G_LILRB1-CD8_ex_T_cells.Macrophages,0.875,0.777,1.126126126,0.051587034
HLA-G_LILRB2,CD8_ex_T_cells.Macrophages,HLA-G_LILRB2-CD8_ex_T_cells.Macrophages,1.089,1.172,0.929180887,-0.031899732
CD6_ALCAM,CD8_ex_T_cells.Macrophages,CD6_ALCAM-CD8_ex_T_cells.Macrophages,2.33,2.516,0.926073132,-0.033354716
HLA-C_FAM3C,CD8_ex_T_cells.Macrophages,HLA-C_FAM3C-CD8_ex_T_cells.Macrophages,37.214,0.1,372.14,2.570706353
CD2_CD58,CD8_ex_T_cells.Macrophages,CD2_CD58-CD8_ex_T_cells.Macrophages,6.155,3.815,1.613368283,0.207733515
LAMP1_FAM3C,CD8_ex_T_cells.Macrophages,LAMP1_FAM3C-CD8_ex_T_cells.Macrophages,0.806,0.1,8.06,0.906335042
TNFRSF1B_GRN,CD8_ex_T_cells.Macrophages,TNFRSF1B_GRN-CD8_ex_T_cells.Macrophages,3.506,3.153,1.111956866,0.046087941
CSF1_SIRPA,CD8_ex_T_cells.Melanocytes,CSF1_SIRPA-CD8_ex_T_cells.Melanocytes,1.109,0.1,11.09,1.044931546
BTLA_TNFRSF14,CD8_ex_T_cells.Melanocytes,BTLA_TNFRSF14-CD8_ex_T_cells.Melanocytes,1.262,1.05,1.201904762,0.079870056
PDCD1_FAM3C,CD8_ex_T_cells.Melanocytes,PDCD1_FAM3C-CD8_ex_T_cells.Melanocytes,1.216,1.211,1.004128819,0.001789432
TGFB1_TGFbeta receptor1,CD8_ex_T_cells.Melanocytes,TGFB1_TGFbeta receptor1-CD8_ex_T_cells.Melanocytes,2.745,1.763,1.557005105,0.192290036
CXCR6_CXCL16,CD8_ex_T_cells.Melanocytes,CXCR6_CXCL16-CD8_ex_T_cells.Melanocytes,4.584,0.1,45.84,1.661244609
COPA_SORT1,CD8_ex_T_cells.Melanocytes,COPA_SORT1-CD8_ex_T_cells.Melanocytes,0.722,0.701,1.029957204,0.01281918
CD6_ALCAM,CD8_ex_T_cells.Melanocytes,CD6_ALCAM-CD8_ex_T_cells.Melanocytes,2.04,0.1,20.4,1.309630167
HLA-C_FAM3C,CD8_ex_T_cells.Melanocytes,HLA-C_FAM3C-CD8_ex_T_cells.Melanocytes,37.41,29.28,1.277663934,0.106416636
CD2_CD58,CD8_ex_T_cells.Melanocytes,CD2_CD58-CD8_ex_T_cells.Melanocytes,5.761,3.467,1.661667147,0.220544034
LAMP1_FAM3C,CD8_ex_T_cells.Melanocytes,LAMP1_FAM3C-CD8_ex_T_cells.Melanocytes,1.002,0.896,1.118303571,0.048559712
